,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
40130,1204600500126152719,https://www.airbnb.com/rooms/1204600500126152719,20240904164210,45540,city scrape,Cozy 2BR Apartment in KTown,"Welcome to our brand new 2-bedroom, 2-bathroom apartment located in the heart of K-Town! We offer beddings, pans/pots, shampoo, and body wash, etc. Enjoy the convenience of being in the center of K-Town, with easy access to local attractions, restaurants, and shops. Experience comfort and convenience in our beautiful, newly built apartment.<br />*unit design/layout could be slightly different depends on the availability",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTIwNDYwMDUwMDEyNjE1MjcxOQ%3D%3D/original/e7633e26-6df1-4776-a54b-b0c6ecff63e7.jpeg,510471191,https://www.airbnb.com/users/show/510471191,Raven,45033.0,"Los Angeles, CA","Hello! I'm part of a dynamic team working on creating our short-term rental brand called Nespace—where ""home"" means warmth like a nest. We have listings in Koreatown, Hollywood, DTLA, and WLA. We're a positive, adventurous bunch that thrives on continuous learning. We aim to enhance your experience, so feel free to reach out if there's anything we can do to make your stay even more enjoyable!",within a few hours,0.95,0.87,f,https://a0.muscache.com/im/pictures/user/f52ef36d-f770-4aa3-b594-b8d27148b463.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f52ef36d-f770-4aa3-b594-b8d27148b463.jpg?aki_policy=profile_x_medium,Westlake,84.0,240.0,"['email', 'phone']",t,t,,Koreatown,City of Los Angeles,34.05640909300265,-118.302995018391,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Air conditioning"", ""Kitchen"", ""TV"", ""Wifi"", ""BBQ grill"", ""Free parking on premises"", ""Hot tub"", ""Washer"", ""Exercise equipment""]",80.0,30,45,30.0,30.0,45.0,45.0,30.0,45.0,,t,0,6,36,36,45540,0,0,0,,,,,,,,,,,f,83,51,32,0,
40179,30562982,https://www.airbnb.com/rooms/30562982,20240904164210,45540,previous scrape,"Modern 2 BR House in Hollywood, Keyless Entry!","Conveniently located to the Walk of Fame, Universal Studios and other attractions. Perfect for a family sight-seeing vacation or executive business stay. This luxurious 1400 square foot two bedroom was designed with touches of vintage Hollywood to capture the era and yet offer modern amenities.",The house is in Beachwood Canyon—the northern section of the Hollywood Hills.,https://a0.muscache.com/pictures/31488998-ced5-4b44-b40b-2e9799edee4d.jpg,134940933,https://www.airbnb.com/users/show/134940933,Jonathan,42899.0,"Montreal, Canada",,,,,f,https://a0.muscache.com/im/pictures/user/5d812de6-7d1d-4e1b-83a5-357bc3ee63f3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d812de6-7d1d-4e1b-83a5-357bc3ee63f3.jpg?aki_policy=profile_x_medium,Hollywood Hills,2.0,4.0,"['email', 'phone']",t,t,Neighborhood highlights,Hollywood Hills,City of Los Angeles,34.11946,-118.32051,Entire home,Entire home/apt,4,,2 baths,2.0,,"[""Hair dryer"", ""Air conditioning"", ""Iron"", ""TV"", ""Wifi"", ""Free parking on premises"", ""Washer"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Heating"", ""Dryer"", ""Exterior security cameras on property""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,45540,0,0,0,,,,,,,,,,,t,1,1,0,0,
40238,30559389,https://www.airbnb.com/rooms/30559389,20240904164210,45540,previous scrape,1 Bedroom Bungalow Apartment in Santa Monica,This apartment offers the ultimate Santa Monica experience with true SoCal character. Everything you need is a short walk or bike ride away. Perfect location to experience the city yet be able to get away from the craziness of one of the most popular tourist destinations in the country.,"Hands down the best area of Santa Monica, out of the dense tourist areas but close enough to enjoy. This is not beach front, but you can still enjoy some ocean in the air in a relaxing, safe area away from the craziness. You will be able to stroll down Montana Avenue, 3rd street Promenade or all the way to the beach if you like.",https://a0.muscache.com/pictures/6b355dee-8194-43cb-b7dc-3cbbc3bb5911.jpg,134976504,https://www.airbnb.com/users/show/134976504,Jonathan,42899.0,"Santa Monica, CA",The names Jonathan. 33 y/o. Been living in Santa Monica for five years now. Feel like I've got the lay of the land. I spend my days working at my salon. I spend my days off biking around town and playing volleyball. I love Samo. It's an incredible place that has something for everyone. If you're coming for vacation I can point you towards a locals experience. If you're coming for work my home is quiet and located close to everything you need.,,,,f,https://a0.muscache.com/im/pictures/user/276250a2-e86d-43f5-92b8-73d15374abe8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/276250a2-e86d-43f5-92b8-73d15374abe8.jpg?aki_policy=profile_x_medium,Santa Monica,1.0,2.0,['phone'],t,f,Neighborhood highlights,Santa Monica,Other Cities,34.0316,-118.4827,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""Hair dryer"", ""Iron"", ""Kitchen"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Private entrance"", ""Free parking on premises"", ""Washer"", ""Essentials"", ""Hangers"", ""Heating"", ""Dryer"", ""Smoke alarm""]",,30,65,30.0,30.0,65.0,65.0,30.0,65.0,,,0,0,0,0,45540,0,0,0,,,,,,,,,,,f,1,1,0,0,
40472,1110341739188938562,https://www.airbnb.com/rooms/1110341739188938562,20240904164210,45540,city scrape,Phenomenal Hollywood Home near Walk of Fame,"Welcome to our new and clean 3-story 4 bedroom and 4.5-bathroom home located in Hollywood! We are near many popular shopping neighborhoods such as Santa Monica Blvd, The Grove, and pop-up shops in Fairfax. Take a short walk to local cafes within minutes of our home.<br /><br />Enjoy new construction and views from our balconies. Our home is equipped with a modern and sleek design along with up-to-date technology.<br /><br />*Please note: LOCATION - our home is centrally located in the vibrant Hollywood area.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTExMDM0MTczOTE4ODkzODU2Mg%3D%3D/original/981c0526-7848-473a-8ddf-077473c0d069.jpeg,456357534,https://www.airbnb.com/users/show/456357534,Jonathan,44678.0,"Los Angeles, CA","As a Los Angeles native; it excites me to have the opportunity to host wonderful guests in our lovely homes. Los Angeles is a wonderful city and has so much to offer: Restaurants, Entertainment, Attractions, Weather, Etc. I am confident that our guests will have a great time visiting Los Angeles and an amazing stay at our homes.",within an hour,1.0,1.0,t,https://a0.muscache.com/im/pictures/user/User-456357534/original/9394c898-2812-46fe-a2d3-041e6e7c442d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-456357534/original/9394c898-2812-46fe-a2d3-041e6e7c442d.jpeg?aki_policy=profile_x_medium,Central LA,19.0,36.0,"['email', 'phone']",t,t,,Beverly Hills,Other Cities,34.06699,-118.3791,Entire townhouse,Entire home/apt,12,4.5,4.5 baths,4.0,5.0,"[""Free street parking"", ""Bread maker"", ""Kitchen"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Body soap"", ""Essentials"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Drying rack for clothing"", ""Board games"", ""Central air conditioning"", ""Free washer \u2013 In unit"", ""Refrigerator"", ""Dishes and silverware"", ""Freezer"", ""Coffee"", ""Exterior security cameras on property"", ""Children\u2019s dinnerware"", ""Free carport on premises \u2013 2 spaces"", ""Hot water kettle"", ""Baking sheet"", ""Wifi"", ""Fire extinguisher"", ""Extra pillows and blankets"", ""Outdoor dining area"", ""Conditioner"", ""Self check-in"", ""Cooking basics"", ""Children\u2019s books and toys"", ""Coffee maker: Keurig coffee machine"", ""Toaster"", ""Outdoor furniture"", ""Free dryer \u2013 In unit"", ""Dedicated workspace"", ""Hair dryer"", ""Private patio or balcony"", ""Paid street parking off premises"", ""Shower gel"", ""55 inch HDTV with Roku"", ""Blender"", ""Gas stove"", ""Outlet covers"", ""Theme room"", ""Cleaning products"", ""Bathtub"", ""Clothing storage: walk-in closet and closet"", ""First aid kit"", ""Dining table"", ""Wine glasses"", ""Laundromat nearby"", ""Iron"", ""Hot water"", ""Pets allowed"", ""Books and reading material"", ""Dishwasher"", ""Private entrance"", ""Stainless steel single oven"", ""Shampoo"", ""Central heating"", ""Hangers"", ""Microwave"", ""Smart lock"", ""Bed linens"", ""Smoke alarm""]",276.0,1,21,2.0,3.0,21.0,21.0,2.4,21.0,,t,17,44,74,349,45540,11,11,1,45378.0,45519.0,4.73,4.73,4.55,4.91,4.91,5.0,4.64,,f,20,20,0,0,2.02
40925,15817464,https://www.airbnb.com/rooms/15817464,20240904164210,45540,previous scrape,Modern Hollywood Hills mansion with City Views,"An ultra modern tour de force of design & luxury in the epicenter, & walking distance to the Sunset Strip! This totally-new contemporary Hollywood Hills mansion provides soaring walls for displaying art & gently curving walls underneath glass-ceilinged hallways.  This is style & Hollywood to-the-max. Includes elevator, 3 car garage, over 5,000 sq feet and massive rooftop deck (includes full bar for entertaining). 80 inch tv in dining room and, rooftop outdoor tv, full music system throughout.",,https://a0.muscache.com/pictures/ae40939f-2c98-4426-9bbd-c866946652b7.jpg,102382712,https://www.airbnb.com/users/show/102382712,Jonathan,42677.0,"Nevada, United States",Technology Entrepreneur,,,,f,https://a0.muscache.com/im/pictures/user/bf07d7f8-b6a3-4f4b-a3b2-ab544ae037dd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bf07d7f8-b6a3-4f4b-a3b2-ab544ae037dd.jpg?aki_policy=profile_x_medium,Laurel Canyon,1.0,2.0,"['email', 'phone', 'work_email']",t,t,,Hollywood Hills West,City of Los Angeles,34.09456,-118.37777,Entire home,Entire home/apt,8,,4.5 baths,4.0,,"[""Kitchen"", ""Carbon monoxide alarm"", ""Ocean view"", ""Essentials"", ""Pool"", ""Air conditioning"", ""Wifi"", ""Fire extinguisher"", ""Free parking on premises"", ""Washer"", ""Outdoor dining area"", ""Self check-in"", ""Dryer"", ""Outdoor furniture"", ""Hair dryer"", ""City skyline view"", ""Heating"", ""First aid kit"", ""TV with standard cable"", ""Pets allowed"", ""Iron"", ""Elevator"", ""Shampoo"", ""Hangers"", ""Smart lock"", ""Bathtub"", ""Indoor fireplace"", ""Smoke alarm""]",,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,30,60,90,180,45540,17,0,0,42704.0,44061.0,4.65,4.71,4.47,5.0,4.71,4.94,4.41,HSR19-000975,f,1,1,0,0,0.18
41604,36807524,https://www.airbnb.com/rooms/36807524,20240904164210,45540,previous scrape,Beautiful cozy home in gardena,"Beautiful front house  with three bedrooms and two bathrooms.   Private kitchen.  Large family room and living room.  Patio with swing.     Close to LAX, beaches, mall and freeways 405, 105 and 110.  Perfect Los Angeles getaway!",Close to all major beaches.  Weather is very cool.   Has great eating places.  Half hour drive to downtown Los Angeles.,https://a0.muscache.com/pictures/dd67c296-d09d-4755-b2f2-3804be840f63.jpg,121148355,https://www.airbnb.com/users/show/121148355,Yasmin,42811.0,,,,,,f,https://a0.muscache.com/im/pictures/user/c319917d-e87e-4a05-aa14-731b79e83c65.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c319917d-e87e-4a05-aa14-731b79e83c65.jpg?aki_policy=profile_x_medium,Gardena,1.0,2.0,['phone'],t,f,Neighborhood highlights,Gardena,Other Cities,33.89441,-118.31813,Entire home,Entire home/apt,5,,2 baths,3.0,,"[""Breakfast"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Indoor fireplace"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Private entrance"", ""Free parking on premises"", ""Washer"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Heating"", ""First aid kit"", ""Dryer"", ""Smoke alarm""]",,1,14,1.0,1.0,14.0,14.0,1.0,14.0,,t,0,0,0,0,45540,3,0,0,43681.0,43891.0,4.0,3.67,4.0,5.0,4.67,4.33,4.0,,f,1,1,0,0,0.05
41747,49980010,https://www.airbnb.com/rooms/49980010,20240904164210,45540,previous scrape,Tiny House living in Echo Park,"Tiny house living in Echo Park, converted garage studio.",,https://a0.muscache.com/pictures/miso/Hosting-49980010/original/c3f082d5-b0a3-4d44-a217-159cd0904b05.jpeg,7681120,https://www.airbnb.com/users/show/7681120,Jonathan,41478.0,"Culver City, CA",,,,,f,https://a0.muscache.com/im/pictures/user/c60a2feb-0469-4dbe-a22a-45cffcf6afca.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c60a2feb-0469-4dbe-a22a-45cffcf6afca.jpg?aki_policy=profile_x_medium,Echo Park,1.0,4.0,"['email', 'phone']",t,t,,Echo Park,City of Los Angeles,34.0795,-118.25715,Entire guest suite,Entire home/apt,2,,1 bath,,,"[""Free street parking"", ""Kitchen"", ""Carbon monoxide alarm"", ""Essentials"", ""Refrigerator"", ""Dishes and silverware"", ""Air conditioning"", ""Wifi"", ""Extra pillows and blankets"", ""Cooking basics"", ""Dedicated workspace"", ""Ethernet connection"", ""Shower gel"", ""Coffee maker"", ""Heating"", ""Pets allowed"", ""Hot water"", ""TV"", ""Private entrance"", ""Shampoo"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Smoke alarm""]",,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,45540,11,0,0,44378.0,45071.0,4.82,5.0,4.64,5.0,4.82,4.73,4.91,,t,1,1,0,0,0.28
41952,1124621688021450578,https://www.airbnb.com/rooms/1124621688021450578,20240904164210,45540,city scrape,Luxury Hollywood Experience by the Walk of Fame,"Immerse yourself in the heart of Hollywood glamour at our chic apartment, ideally situated just minutes from the iconic Walk of Fame. <br /><br />This exceptional retreat offers a seamless blend of style, comfort, and unmatched convenience, making it the perfect base for your urban adventure. <br /><br />Be at the center of entertainment, dining, and culture, ensuring your stay is not just memorable but truly extraordinary.<br /><br />**The apartment is not suitable for children under 12 years of age**",Please note: The address in your booking confirmation and on the Airbnb listing map is our former office for key collection. You will receive the updated key pick-up location 48 hours before check-in from Airbnb.,https://a0.muscache.com/pictures/miso/Hosting-1124621688021450578/original/826fa417-a47b-4b4e-82f8-e9392035640a.jpeg,569370014,https://www.airbnb.com/users/show/569370014,Jonathan,45379.0,"Brentwood, CA","I’m an adventure seeker by day and a serial Netflix binger by night. I've got a penchant for making friends with street dogs and an uncanny ability to find the best coffee spots in any city within hours. 

I believe in living life with humor, a dash of spontaneity, and a whole lot of stories to tell. Looking forward to making your place part of my next great adventure!",within an hour,1.0,0.88,t,https://a0.muscache.com/im/pictures/user/User-569370014/original/a4f4153d-fd31-4e04-bf2b-dc1e1c6d4a37.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-569370014/original/a4f4153d-fd31-4e04-bf2b-dc1e1c6d4a37.jpeg?aki_policy=profile_x_medium,Central LA,4.0,6.0,"['email', 'phone']",t,t,Neighborhood highlights,West Hollywood,Other Cities,34.08924842359224,-118.344258369265,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Clothing storage: closet"", ""Kitchen"", ""Carbon monoxide alarm"", ""Body soap"", ""Refrigerator"", ""Ceiling fan"", ""Dishes and silverware"", ""Coffee"", ""Exterior security cameras on property"", ""Air conditioning"", ""Baking sheet"", ""Wifi"", ""Free parking on premises"", ""Self check-in"", ""Toaster"", ""Hair dryer"", ""Private patio or balcony"", ""Shower gel"", ""Gas stove"", ""Lockbox"", ""Cleaning products"", ""Heating"", ""Bathtub"", ""Coffee maker: drip coffee maker"", ""Dining table"", ""Laundromat nearby"", ""Iron"", ""Hot water"", ""Elevator"", ""TV"", ""Dishwasher"", ""Oven"", ""Shampoo"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Smoke alarm""]",263.0,2,7,2.0,2.0,7.0,7.0,2.0,7.0,,t,1,3,4,36,45540,13,13,2,45432.0,45516.0,4.85,4.92,4.77,4.77,4.92,4.85,4.69,Exempt,f,4,4,0,0,3.58
41974,1151434747179563342,https://www.airbnb.com/rooms/1151434747179563342,20240904164210,45540,city scrape,Glamour Getaway: Hollywood Blvd,"Located in the heart of Hollywood's vibrant entertainment district, this apartment offers an unbeatable experience. Just steps from the iconic Pantages Theatre and the historic Capitol Records Building. An ideal spot for those looking to immerse themselves in the glitz and glamour of Hollywood. Enjoy easy access to top attractions like the Walk of Fame and a variety of dining and shopping options that capture the spirit of this bustling area.<br /><br />Not suitable for children under 12 years of age",Please note: The address in your booking confirmation and on the Airbnb listing map is our former office for key collection. You will receive the updated key pick-up location 48 hours before check-in from Airbnb.,https://a0.muscache.com/pictures/miso/Hosting-1151434747179563342/original/7ca6d94e-d7e6-4c9b-81d9-4b8fffbfa1a3.jpeg,569370014,https://www.airbnb.com/users/show/569370014,Jonathan,45379.0,"Brentwood, CA","I’m an adventure seeker by day and a serial Netflix binger by night. I've got a penchant for making friends with street dogs and an uncanny ability to find the best coffee spots in any city within hours. 

I believe in living life with humor, a dash of spontaneity, and a whole lot of stories to tell. Looking forward to making your place part of my next great adventure!",within an hour,1.0,0.88,t,https://a0.muscache.com/im/pictures/user/User-569370014/original/a4f4153d-fd31-4e04-bf2b-dc1e1c6d4a37.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-569370014/original/a4f4153d-fd31-4e04-bf2b-dc1e1c6d4a37.jpeg?aki_policy=profile_x_medium,Central LA,4.0,6.0,"['email', 'phone']",t,t,Neighborhood highlights,West Hollywood,Other Cities,34.09087,-118.34583,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Clothing storage: closet"", ""Kitchen"", ""Carbon monoxide alarm"", ""Body soap"", ""Refrigerator"", ""Dishes and silverware"", ""Freezer"", ""Coffee"", ""Exterior security cameras on property"", ""Stove"", ""Air conditioning"", ""Hot water kettle"", ""Baking sheet"", ""Wifi"", ""Free parking on premises"", ""Washer"", ""Self check-in"", ""Cooking basics"", ""Hair dryer"", ""Lockbox"", ""Coffee maker"", ""Cleaning products"", ""Heating"", ""Bathtub"", ""Dining table"", ""Iron"", ""Hot water"", ""Dryer \u2013\u00a0In unit"", ""Elevator"", ""TV"", ""Dishwasher"", ""Oven"", ""Shampoo"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Smoke alarm""]",217.0,2,7,2.0,2.0,7.0,7.0,2.0,7.0,,t,8,26,56,56,45540,17,17,3,45434.0,45519.0,4.71,4.88,4.88,4.71,4.88,4.88,4.59,Exempt,f,4,4,0,0,4.77
41994,748817858585150768,https://www.airbnb.com/rooms/748817858585150768,20240904164210,45540,city scrape,Spacious Modern 2B Loft On Venice Beach,"A modern, bright and meticulously appointed 2 bed 2 bath/1844 sqft Venice loft one block away from Abbot Kinney and Venice Beach. This awe-inspiring loft captures an authentic Venice feel that features a spacious gourmet kitchen, a large dining table for entertaining, 2 bedrooms (a pull out sofa), 2.5 bathrooms, outdoor gas grill on a balcony featuring beach views, a 75"" Samsung TV, a stand up paddle board and 3. carparks! Perfect for a family or two couples.","The V is set in a 1915 historic building (originally called The Waldorf), dubbed “the Crown Jewel of Venice” for its modern amenities like steam heat electricity and a telephone in each room. Over the last century, the V has served as the backdrop for countless Hollywood films and has been home to early A-List stars, many who lived long-term in our penthouse bungalows.",https://a0.muscache.com/pictures/miso/Hosting-748817858585150768/original/032c4078-3a2a-4984-b940-648d7772ab7d.jpeg,2835009,https://www.airbnb.com/users/show/2835009,Jeremy,41095.0,"Melbourne, Australia","Hi! I am Jeremy, a native Australian who moved to the US for school many years ago and fell in love with Venice Beach's Vibe and hope to share this magic place with visitors through Airbnb. I will always make myself available to my guests to provide any help that they need!",,,,f,https://a0.muscache.com/im/pictures/user/User-2835009/original/df11fcaa-9218-4b1c-891c-c15507843a61.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-2835009/original/df11fcaa-9218-4b1c-891c-c15507843a61.jpeg?aki_policy=profile_x_medium,Venice,1.0,8.0,['phone'],t,t,Neighborhood highlights,Venice,City of Los Angeles,33.98836839022153,-118.475793853465,Room in hotel,Private room,2,2.5,2.5 shared baths,2.0,1.0,"[""Clothing storage: closet"", ""Free street parking"", ""Breakfast"", ""Carbon monoxide alarm"", ""Aesop shampoo"", ""Exercise equipment"", ""Essentials"", ""Shared patio or balcony"", ""Shared outdoor kitchen"", ""Ceiling fan"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Beach view"", ""Pool"", ""Aesop conditioner"", ""Bose sound system with Bluetooth and aux"", ""Air conditioning"", ""Wifi"", ""Fire extinguisher"", ""Washer"", ""Extra pillows and blankets"", ""Outdoor dining area"", ""Beach essentials"", ""Outdoor furniture"", ""Dedicated workspace"", ""Hair dryer"", ""Ethernet connection"", ""Bikes"", ""Sun loungers"", ""Shared gym"", ""Shower gel"", ""Long term stays allowed"", ""BBQ grill"", ""Hot tub"", ""Safe"", ""Bathtub"", ""First aid kit"", ""Paid parking on premises"", ""Cleaning available during stay"", ""Paid parking garage off premises"", ""Iron"", ""Hot water"", ""Books and reading material"", ""TV"", ""Elevator"", ""Central heating"", ""Hangers"", ""Aesop body soap"", ""Bed linens"", ""Smoke alarm""]",850.0,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,30,60,90,365,45540,0,0,0,,,,,,,,,,,t,1,0,1,0,
42853,879895301134444713,https://www.airbnb.com/rooms/879895301134444713,20240904164210,45540,previous scrape,Bright Sunny Loft in Topanga,"Experience the ultimate in loft living with this incredible south-facing oasis! Boasting 20-foot ceilings and an abundance of natural light, this stunning property is sure to leave you feeling inspired and invigorated.","Nestled in the heart of Topanga, just steps away from the vibrant Pine Tree Circle, you'll be surrounded by an array of dining options and shopping destinations. With two grocery stores and the renowned Hidden Treasures thrift store nearby, you'll have everything you need right at your fingertips. <br /><br />And if you're a nature lover, you're in luck - this prime location is just a stone's throw away from some of the most legendary hikes in the area, including Tuna Canyon, Red Rock Canyon, and Eagle Rock. <br /><br />And if you're looking to hit the beach, it's just a quick ten-minute drive away!",https://a0.muscache.com/pictures/miso/Hosting-879895301134444713/original/8145eb98-5e77-4fde-8d15-a3b7f5851942.jpeg,309563,https://www.airbnb.com/users/show/309563,Jeremy,40516.0,"New York, NY",Hi I am a Freelance Creative Director and Filmmaker from NY.,,,,f,https://a0.muscache.com/im/users/309563/profile_pic/1330458191/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/309563/profile_pic/1330458191/original.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Topanga,Unincorporated Areas,34.08883035166332,-118.601718819501,Entire rental unit,Entire home/apt,3,,1 bath,1.0,,"[""Coffee maker: french press"", ""Mountain view"", ""Kitchen"", ""Carbon monoxide alarm"", ""Essentials"", ""Refrigerator"", ""Ceiling fan"", ""Dishes and silverware"", ""Freezer"", ""Air conditioning"", ""Hot water kettle"", ""Baking sheet"", ""Wifi"", ""Fire extinguisher"", ""Free parking on premises"", ""Keypad"", ""Washer"", ""Self check-in"", ""Cooking basics"", ""Dryer"", ""Outdoor furniture"", ""Dedicated workspace"", ""Electric stove"", ""Private patio or balcony"", ""Long term stays allowed"", ""Blender"", ""Heating"", ""Dining table"", ""Wine glasses"", ""Single oven"", ""Hot water"", ""Books and reading material"", ""Private entrance"", ""Hangers"", ""Bed linens"", ""Smoke alarm""]",,7,90,7.0,7.0,90.0,90.0,7.0,90.0,,t,0,0,0,0,45540,0,0,0,,,,,,,,,,,f,1,1,0,0,
42901,1188643352466085781,https://www.airbnb.com/rooms/1188643352466085781,20240904164210,45540,previous scrape,Charming 1BR Retreat Near KTLA,"Experience urban living at its finest in our 1-bedroom apartments nestled in the heart of Koreatown. Enjoy the perfect blend of city energy and home respite, with sunlit spaces, stylish appointments, and a curated vibe. Revel in a wealth of amenities, including a pool, courtyard, spa, gym, and more, ensuring an unparalleled living experience in this convenient Koreatown location.<br />*Interior decoration may vary based on the actual situation.<br />*street parking only",,https://a0.muscache.com/pictures/prohost-api/Hosting-1071775431530894174/original/ca03913c-0f79-402e-9a3d-493685f0408c.jpeg,510471191,https://www.airbnb.com/users/show/510471191,Raven,45033.0,"Los Angeles, CA","Hello! I'm part of a dynamic team working on creating our short-term rental brand called Nespace—where ""home"" means warmth like a nest. We have listings in Koreatown, Hollywood, DTLA, and WLA. We're a positive, adventurous bunch that thrives on continuous learning. We aim to enhance your experience, so feel free to reach out if there's anything we can do to make your stay even more enjoyable!",within a few hours,0.95,0.87,f,https://a0.muscache.com/im/pictures/user/f52ef36d-f770-4aa3-b594-b8d27148b463.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f52ef36d-f770-4aa3-b594-b8d27148b463.jpg?aki_policy=profile_x_medium,Westlake,84.0,240.0,"['email', 'phone']",t,t,,Koreatown,City of Los Angeles,34.06080531003924,-118.288958087842,Entire rental unit,Entire home/apt,3,,1 bath,1.0,,"[""Gym"", ""Kitchen"", ""Essentials"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""Pool"", ""Air conditioning"", ""Wifi"", ""Washer"", ""Self check-in"", ""Cooking basics"", ""Dryer"", ""Hair dryer"", ""Building staff"", ""Shower gel"", ""BBQ grill"", ""Safe"", ""Heating"", ""Hot water"", ""Elevator"", ""TV"", ""Dishwasher"", ""Oven"", ""Shampoo"", ""Microwave"", ""Bathtub"", ""Smoke alarm""]",,30,90,30.0,30.0,90.0,90.0,30.0,90.0,,t,0,0,17,17,45540,1,1,1,45521.0,45521.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,,f,83,51,32,0,1.0
